Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
443,109978,6,7,1305,3637,978,0,217.5,381.8176266,1590,0,519.5714286,700.9050951,44936.25998,118.2054593,9164.833333,15281.32131,36948,47,75231,15046.2,18583.82083,37215,117,76777,12796.16667,19061.12323,37547,220,0,0,0,0,132,152,54.55636582,63.64909346,0,1590,353.0,561.9693394,315809.5385,0,0,0,1,0,0,0,0,1,380.1538462,217.5,519.5714286,132,0,0,0,0,0,0,6,1305,7,3637,8192,138,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,2033884,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,14.75010374,2.458350624,508471.0,1016272.109,2032879,1,2033884,508471.0,1016272.109,2032879,1,0,0.0,0.0,0,0,0,0,0,0,100,0,2.458350624,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
53,31115,2,2,94,206,47,47,47.0,0.0,103,103,103.0,0.0,9641.651936,128.5553592,10371.66667,17959.05747,31109,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,40,64.27767958,64.27767958,47,103,69.4,30.67246322,940.8,0,0,0,0,0,0,0,0,1,86.75,47.0,103.0,40,0,0,0,0,0,0,2,94,2,206,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,31710,2,2,74,176,37,37,37.0,0.0,88,88,88.0,0.0,7883.9482812993,126.1431725008,10570.0,18304.3130436518,31706,0,0,0.0,0.0,0,0,4,4.0,0.0,4,4,0,0,0,0,64,64,63.0715862504,63.0715862504,37,88,57.4,27.9338504328,780.3,0,0,0,0,0,0,0,0,1,71.75,37.0,88.0,64,0,0,0,0,0,0,2,74,2,176,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,216,2,2,78,202,39,39,39.0,0.0,101,101,101.0,0.0,1296296.2962963,18518.5185185185,72.0,84.8704895709,166,1,1,1.0,0.0,1,1,49,49.0,0.0,49,49,0,0,0,0,64,64,9259.2592592593,9259.2592592593,39,101,63.8,33.9587985653,1153.2,0,0,0,0,0,0,0,0,1,79.75,39.0,101.0,64,0,0,0,0,0,0,2,78,2,202,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,5308191,4,4,1232,479,1232,0,308.0,616.0,479,0,119.75,239.5,322.3320336,1.507104774,758313.0,1868802.604,4994342,14,313849,104616.3333,94649.7446,184590,118,5179064,1726354.667,2878070.681,5048835,817,0,0,0,0,92,88,0.753552387,0.753552387,0,1232,190.1111111,421.6018395,177748.1111,0,0,0,1,0,0,0,0,1,213.875,308.0,119.75,92,0,0,0,0,0,0,4,1232,4,479,8192,5612,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,241783,1,1,52,129,52,52,52.0,0.0,129,129,129.0,0.0,748.6051542,8.271880157,241783.0,0.0,241783,241783,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,32,4.135940079,4.135940079,52,129,77.66666667,44.45597073,1976.333333,0,0,0,0,0,0,0,0,1,116.5,52.0,129.0,20,0,0,0,0,0,0,1,52,1,129,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,117572145,6,3,200,166,108,0,33.33333333,42.96355044,74,46,55.33333333,16.16580754,3.112982246,0.076548744,14700000.0,27100000.0,58900000,23526,118000000,23500000.0,32100000.0,58900000,67325,118000000,58800000.0,277434.0527,58900000,58600000,1,0,0,0,120,60,0.051032496,0.025516248,0,108,47.4,40.55229819,1644.488889,0,1,0,0,1,0,0,0,0,52.66666667,33.33333333,55.33333333,120,0,0,0,0,0,0,6,200,3,166,254,294,2,20,78500.5,1050.05357,79243,77758,58700000.0,277098.8841,58900000,58500000,BENIGN
425,48,2,0,4,0,2,2,2.0,0.0,0,0,0.0,0.0,83333.33333,41666.66667,48.0,0.0,48,48,48,48.0,0.0,48,48,0,0.0,0.0,0,0,0,0,0,0,48,0,41666.66667,0.0,2,2,2.0,0.0,0.0,0,0,0,1,0,0,0,0,0,3.0,2.0,0.0,48,0,0,0,0,0,0,2,4,0,0,1024,-1,1,24,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
8080,71165,4,3,206,134,194,0,51.5,95.04209594,128,0,44.66666667,72.23111056,4777.629453,98.36295932,11860.83333,27903.18803,68813,51,71165,23721.66667,40600.21392,70602,51,69787,34893.5,47969.41693,68813,974,0,0,0,0,92,72,56.20740533,42.15555399,0,194,42.5,75.2880184,5668.285714,0,0,0,1,0,0,0,0,0,48.57142857,51.5,44.66666667,92,0,0,0,0,0,0,4,206,3,134,8192,237,3,20,0.0,0.0,0,0,0.0,0.0,0,0,Bot
80,8076283,8,4,56,11607,20,0,7.0,5.656854249,11595,0,2901.75,5795.50069,1444.104918,1.485832034,734207.5455,1898879.925,6214030,3,6239787,891398.1429,2347075.015,6214030,3,1837229,612409.6667,1060018.923,1836414,6,0,0,0,0,172,92,0.99055469,0.495277345,0,11595,897.6153846,3214.167532,10300000.0,0,0,0,0,1,0,0,0,0,972.4166667,7.0,2901.75,172,0,0,0,0,0,0,8,56,4,11607,256,229,6,20,24977.0,0.0,24977,24977,6214030.0,0.0,6214030,6214030,DDoS
443,4224455,4,3,228,145,228,0,57.0,114.0,145,0,48.33333333,83.71578903,88.29541325,1.657018479,704075.8333,1617088.702,4003740,3,4224455,1408151.667,2248632.998,4003740,50849,4054742,2027371.0,2866667.459,4054411,331,0,0,0,0,92,72,0.946867702,0.710150777,0,228,46.625,89.13703335,7945.410714,0,0,0,1,0,0,0,0,0,53.28571429,57.0,48.33333333,92,0,0,0,0,0,0,4,228,3,145,8192,110,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,901,2,1,12,6,6,6,6.0,0.0,6,6,6.0,0.0,19977.8024417314,3329.6337402886,450.5,556.4930367938,844,57,901,901.0,0.0,901,901,0,0.0,0.0,0,0,0,0,0,0,40,20,2219.7558268591,1109.8779134295,6,6,6.0,0.0,0.0,1,0,0,0,0,0,0,0,0,8.0,6.0,6.0,40,0,0,0,0,0,0,2,12,1,6,0,292,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
8192,44,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,136363.6364,45454.54545,44.0,0.0,44,44,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,22727.27273,22727.27273,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,PortScan
8080,64334,4,3,207,134,195,0,51.75,95.54187564,128,0,44.66666667,72.23111056,5300.463208,108.8071626,10722.33333,25243.29922,62246,48,64334,21444.66667,36359.77916,63427,71,62812,31406.0,43614.34626,62246,566,0,0,0,0,92,72,62.1755215,46.63164112,0,195,42.625,75.57576615,5711.696429,0,0,0,1,0,0,0,0,0,48.71428571,51.75,44.66666667,92,0,0,0,0,0,0,4,207,3,134,8192,237,3,20,0.0,0.0,0,0,0.0,0.0,0,0,Bot
36555,26,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,76923.07692,26.0,0.0,26,26,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,38461.53846,38461.53846,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,400,1730,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,63161627,7,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.110826784,10500000.0,11900000.0,32100000,997609,63200000,10500000.0,11900000.0,32100000,997609,0,0.0,0.0,0,0,0,0,0,0,280,0,0.110826784,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,280,0,0,0,0,0,0,7,0,0,0,29200,-1,0,40,7009617.0,0.0,7009617,7009617,18700000.0,12300000.0,32100000,8023974,BENIGN
10727,25,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,80000.0,25.0,0.0,25,25,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,40000.0,40000.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,20,0,0,0,0,0,0,1,0,1,0,4727,64075,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,60699774,15,14,717,4327,393,0,47.8,111.1377524,1489,0,309.0714286,544.5350118,83.09750873,0.477761252,2167849.071,4142731.104,10000000,32,60700000,4335698.143,5090946.109,10100000,4927,60600000,4665264.308,5148977.919,10100000,180,0,0,0,0,324,364,0.247117889,0.230643363,0,1489,168.1333333,396.1548577,156938.6713,0,0,0,1,0,0,0,0,0,173.9310345,47.8,309.0714286,324,0,0,0,0,0,0,15,717,14,4327,8192,123,9,20,132289.1667,199189.6028,538883,50779,9956749.667,105894.2102,10000000,9740596,BENIGN
53527,197,3,1,83,6,46,6,27.66666667,20.20725942,6,6,6.0,0.0,451776.6497,20304.56853,65.66666667,86.22258018,164,3,197,98.5,135.0573952,194,3,0,0.0,0.0,0,0,1,0,0,0,60,20,15228.4264,5076.142132,6,46,27.0,20.1246118,405.0,0,1,0,0,1,0,0,0,0,33.75,27.66666667,6.0,60,0,0,0,0,0,0,3,83,1,6,137,0,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,61032,4,2,120,264,30,30,30.0,0.0,132,132,132.0,0.0,6291.7813605977,98.3090837593,12206.4,16710.0296917749,32119,3,32215,10738.3333333333,18516.2004831805,32119,48,3,3.0,0.0,3,3,0,0,0,0,80,64,65.5393891729,32.7696945864,30,132,59.1428571429,49.7709037204,2477.1428571429,0,0,0,0,0,0,0,0,0,69.0,30.0,132.0,80,0,0,0,0,0,0,4,120,2,264,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
7025,54,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,111111.1111,37037.03704,54.0,0.0,54,54,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,18518.51852,18518.51852,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,PortScan
80,20998456,2,1,8,0,8,0,4.0,5.656854249,0,0,0.0,0.0,0.380980392,0.142867647,10500000.0,14800000.0,21000000,49,21000000,21000000.0,0.0,21000000,21000000,0,0.0,0.0,0,0,1,0,0,0,64,32,0.095245098,0.047622549,0,8,4.0,4.618802154,21.33333333,0,1,0,0,1,0,0,0,0,5.333333333,4.0,0.0,64,0,0,0,0,0,0,2,8,1,0,229,235,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Slowhttptest
443,5527673,7,4,635,154,517,0,90.71428571,190.7072051,154,0,38.5,77.0,142.7363739,1.989987469,552767.3,1655037.968,5261648,33,5527673,921278.8333,2160886.146,5331186,79,233685,77895.0,103960.8142,196037,393,0,0,0,0,232,136,1.266355662,0.723631807,0,517,65.75,150.0479469,22514.38636,0,0,0,1,0,0,0,0,0,71.72727273,90.71428571,38.5,232,0,0,0,0,0,0,7,635,4,154,29200,54,3,32,265946.0,0.0,265946,265946,5261648.0,0.0,5261648,5261648,BENIGN
53,192504,1,1,46,46,46,46,46.0,0.0,46,46,46.0,0.0,477.9121473,10.38939451,192504.0,0.0,192504,192504,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,40,5.194697253,5.194697253,46,46,46.0,0.0,0.0,0,0,0,0,0,0,0,0,1,69.0,46.0,46.0,32,0,0,0,0,0,0,1,46,1,46,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,2523,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,792.7070947,2523.0,0.0,2523,2523,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,396.3535474,396.3535474,0,0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,1,0.0,0.0,0.0,20,0,0,0,0,0,0,1,0,1,0,0,0,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
444,4042518,2,1,101,6,95,6,50.5,62.93250353,6,6,6.0,0.0,26.46865147,0.742111723,2021259.0,2857728.216,4041978,540,4041978,4041978.0,0.0,4041978,4041978,0,0.0,0.0,0,0,0,0,0,0,40,20,0.494741149,0.247370574,6,95,28.25,44.5,1980.25,0,0,0,0,1,0,0,0,0,37.66666667,50.5,6.0,40,0,0,0,0,0,0,2,101,1,6,255,0,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Infiltration
53,214,2,2,66,180,33,33,33.0,0.0,90,90,90.0,0.0,1149532.71,18691.58879,71.33333333,81.54344445,162,4,4,4.0,0.0,4,4,48,48.0,0.0,48,48,0,0,0,0,64,64,9345.794393,9345.794393,33,90,55.8,31.22018578,974.7,0,0,0,0,0,0,0,0,1,69.75,33.0,90.0,64,0,0,0,0,0,0,2,66,2,180,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
21,8558887,9,15,119,188,32,0,13.22222222,11.46492235,34,0,12.53333333,14.54975045,35.86914981,2.804102917,372125.5217,961836.9422,2945546,1,5630731,703841.375,1292771.607,2987220,1,8558750,611339.2857,1186650.317,2945546,3,0,0,0,0,296,488,1.051538594,1.752564323,0,34,12.28,13.18938968,173.96,0,0,0,1,0,0,0,0,1,12.79166667,13.22222222,12.53333333,296,0,0,0,0,0,0,9,119,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
53,48518,1,1,46,62,46,46,46.0,0.0,62,62,62.0,0.0,2225.977988,41.22181458,48518.0,0.0,48518,48518,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,20.61090729,20.61090729,46,62,51.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,77.0,46.0,62.0,32,0,0,0,0,0,0,1,46,1,62,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,10323431,11,12,1234,4288,501,0,112.1818181818,166.1744975511,1448,0,357.3333333333,591.1397824747,534.8996859668,2.2279414664,469246.863636364,2172839.02105492,10197424,1,126007,12600.7,12162.3324796046,26718,1,10300186,936380.545454546,3071707.38089712,10197818,1,0,0,0,0,364,380,1.065537223,1.1624042433,0,1448,230.0833333333,443.3178187326,196530.688405797,0,0,0,1,0,0,0,0,1,240.0869565217,112.1818181818,357.3333333333,364,0,0,0,0,0,0,11,1234,12,4288,65535,5614,6,32,126007.0,0.0,126007,126007,10197424.0,0.0,10197424,10197424,BENIGN
80,63123506,7,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.110893714,10500000.0,11900000.0,32100000,996108,63100000,10500000.0,11900000.0,32100000,996108,0,0.0,0.0,0,0,0,0,0,0,280,0,0.110893714,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,280,0,0,0,0,0,0,7,0,0,0,29200,-1,0,40,7012057.0,0.0,7012057,7012057,18700000.0,12200000.0,32100000,8015915,DoS Slowhttptest
443,10794586,10,13,665,6665,327,0,66.5,115.4346857174,1448,0,512.6923076923,577.6820614339,679.0441059991,2.1306977405,490663.0,2124478.00925751,9996425,3,10605489,1178387.66666667,3308177.68811139,9996425,60,10608265,884022.083333333,2929337.8406133,10182701,3,0,0,0,0,328,424,0.926390322,1.2043074186,0,1448,305.4166666667,482.1662095411,232484.253623188,0,0,0,1,0,0,0,0,1,318.6956521739,66.5,512.6923076923,328,0,0,0,0,0,0,10,665,13,6665,29200,32,3,32,609064.0,0.0,609064,609064,9996425.0,0.0,9996425,9996425,BENIGN
444,69714525,20,20,3737,120,705,6,186.85,227.1610315,6,6,6.0,0.0,55.32562977,0.573768522,1787551.923,8993025.335,55000000,33,69700000,3669160.421,12800000.0,55000000,417,69700000,3669169.263,12800000.0,55000000,530,1,0,0,0,400,400,0.286884261,0.286884261,6,705,94.95121951,181.0434963,32776.74756,0,1,0,0,1,0,0,0,1,97.325,186.85,6.0,400,0,0,0,0,0,0,20,3737,20,120,255,1063,19,20,557579.0,11.3137085,557587,557571,34000000.0,29700000.0,55000000,13000000,Infiltration
443,8113354,53,58,1456,112546,517,0,27.4716981132,102.8354929325,4344,0,1940.4482758621,975.6322137855,14051.1556626273,13.6811483882,73757.7636363636,572389.790550142,5865616,3,8113354,156026.038461538,828963.478577088,5865616,3,2155286,37812.0350877193,193927.464424751,1450691,48,0,0,0,0,1704,1864,6.5324402214,7.1487081668,0,4344,1017.875,1190.0326676188,1416177.75,0,0,0,1,0,0,0,0,1,1027.0450450451,27.4716981132,1940.4482758621,1704,0,0,0,0,0,0,53,1456,58,112546,29200,252,5,32,2247735.0,0.0,2247735,2247735,5865616.0,0.0,5865616,5865616,BENIGN
21,9093443,9,15,107,188,23,0,11.88888889,9.545214042,34,0,12.53333333,14.54975045,32.44095773,2.639264358,395367.087,1036050.666,3348991,3,5874973,734371.625,1378652.226,3393273,3,9093342,649524.4286,1280141.202,3348991,3,0,0,0,0,296,488,0.989724134,1.649540224,0,34,11.8,12.64911064,160.0,0,0,0,1,0,0,0,0,1,12.29166667,11.88888889,12.53333333,296,0,0,0,0,0,0,9,107,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
443,225096,8,7,382,3788,201,0,47.75,74.77728838,1460,0,541.1428571,661.7178222,18525.42915,66.63823435,16078.28571,17638.21551,40728,2,187058,26722.57143,20033.17273,50930,1337,184978,30829.66667,32716.05622,69811,55,0,0,0,0,172,152,35.54039166,31.0978427,0,1460,260.625,493.1293103,243176.5167,0,0,0,1,0,0,0,0,0,278.0,47.75,541.1428571,172,0,0,0,0,0,0,8,382,7,3788,8192,60,7,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
36292,91,2,1,31,6,31,0,15.5,21.92031022,6,6,6.0,0.0,406593.4066,32967.03297,45.5,61.51828996,89,2,2,2.0,0.0,2,2,0,0.0,0.0,0,0,1,0,0,0,64,20,21978.02198,10989.01099,0,31,17.0,16.35033129,267.3333333,0,1,0,0,1,0,0,0,0,22.66666667,15.5,6.0,64,0,0,0,0,0,0,2,31,1,6,2058,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,11480771,8,5,380,11632,380,0,47.5,134.3502884,7288,0,2326.4,3351.290617,1046.271196,1.132328134,956730.9167,2255308.205,6474936,48,6479794,925684.8571,2448215.174,6477715,199,11500000,2870180.75,3367518.346,6474936,127,0,0,0,0,264,168,0.696817313,0.435510821,0,7288,858.0,2180.744121,4755644.923,0,0,0,1,0,0,0,0,0,924.0,47.5,2326.4,264,0,0,0,0,0,0,8,380,5,11632,29200,235,1,32,961.0,0.0,961,961,6474936.0,0.0,6474936,6474936,DoS GoldenEye
53,157,2,2,74,202,37,37,37.0,0.0,101,101,101.0,0.0,1757961.783,25477.70701,52.33333333,50.63924697,105,4,4,4.0,0.0,4,4,48,48.0,0.0,48,48,0,0,0,0,40,40,12738.8535,12738.8535,37,101,62.6,35.05424368,1228.8,0,0,0,0,0,0,0,0,1,78.25,37.0,101.0,40,0,0,0,0,0,0,2,74,2,202,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,11273973,7,4,897,3525,299,0,128.1428571,159.8222227,3525,0,881.25,1762.5,392.2308489,0.975698629,1127397.3,2278179.008,5857833,69,6271759,1045293.167,2360179.631,5858607,384,11300000,3757968.0,2928371.526,5857833,412761,0,0,0,0,232,136,0.620899128,0.354799501,0,3525,368.5,1002.91942,1005847.364,0,0,0,1,0,0,0,0,0,402.0,128.1428571,881.25,232,0,0,0,0,0,0,7,897,4,3525,29200,235,3,32,412830.0,0.0,412830,412830,5857833.0,0.0,5857833,5857833,DoS GoldenEye
80,1287,4,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,3108.003108,429.0,310.0387073,787,249,1287,429.0,310.0387073,787,249,0,0.0,0.0,0,0,0,0,0,0,128,0,3108.003108,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,128,0,0,0,0,0,0,4,0,0,0,251,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk
80,5004081,8,6,451,11632,451,0,56.375,159.4525792,5792,0,1938.666667,2544.918912,2414.62918,2.797716504,384929.3077,1386616.558,4999868,44,4213,601.8571429,532.5164876,1622,198,5004025,1000805.0,2236818.269,5002147,48,0,0,0,0,264,200,1.598695145,1.199021359,0,5792,805.5333333,1800.868317,3243126.695,0,0,0,1,0,0,0,0,0,863.0714286,56.375,1938.666667,264,0,0,0,0,0,0,8,451,6,11632,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS GoldenEye
80,5881683,3,1,12,0,6,0,4.0,3.464101615,0,0,0.0,0.0,2.040232362,0.680077454,1960561.0,3363556.037,5844402,106,5881683,2940841.5,4106254.638,5844402,37281,0,0.0,0.0,0,0,0,0,0,0,72,32,0.510058091,0.170019364,0,6,2.4,3.286335345,10.8,0,0,0,1,0,0,0,0,0,3.0,4.0,0.0,72,0,0,0,0,0,0,3,12,1,0,8192,29200,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,60793,1,1,51,67,51,51,51.0,0.0,67,67,67.0,0.0,1941.012946,32.8985245,60793.0,0.0,60793,60793,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,16.44926225,16.44926225,51,67,56.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,84.5,51.0,67.0,20,0,0,0,0,0,0,1,51,1,67,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,7726911,10,7,7605,2401,2330,0,760.5,869.1555608111,1197,0,343.0,577.6114611051,1294.9547367635,2.2001029907,482931.9375,1313604.88635908,4961512,4,7726911,858545.666666667,1696110.20692488,4961512,45,2539806,423301.0,993611.925083833,2451221,4,0,0,0,0,212,148,1.2941782298,0.9059247609,0,2330,555.8888888889,761.0215185092,579153.751633987,0,0,0,1,0,0,0,0,0,588.5882352941,760.5,343.0,212,0,0,0,0,0,0,10,7605,7,2401,8192,21900,9,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,109941420,4,3,528,0,520,0,132.0,258.6941566,0,0,0.0,0.0,4.80255758,0.063670271,18300000.0,44900000.0,110000000,47,110000000,36600000.0,63500000.0,110000000,628,110000000,55000000.0,77700000.0,110000000,5248,0,0,0,0,136,104,0.036383012,0.027287259,0,520,66.0,183.4650609,33659.42857,0,0,0,1,0,0,0,0,0,75.42857143,132.0,0.0,136,0,0,0,0,0,0,4,528,3,0,29200,235,2,32,5312.0,0.0,5312,5312,110000000.0,0.0,110000000,110000000,DoS Slowhttptest
53,147969,2,2,60,208,30,30,30.0,0.0,104,104,104.0,0.0,1811.190182,27.03268928,49323.0,85423.87981,147962,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,40,40,13.51634464,13.51634464,30,104,59.6,40.53146926,1642.8,0,0,0,0,0,0,0,0,1,74.5,30.0,104.0,40,0,0,0,0,0,0,2,60,2,208,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
16022,57,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,210526.3158,35087.7193,57.0,0.0,57,57,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,17543.85965,17543.85965,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,913,256,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
65417,840946,6,2,11607,26,8675,0,1934.5,3502.238013,20,6,13.0,9.899494937,13833.23067,9.513095966,120135.1429,317535.5371,840238,4,840946,168189.2,375686.7441,840238,4,49,49.0,0.0,49,49,0,0,0,0,144,40,7.134821974,2.378273991,0,8675,1292.555556,2931.429562,8593279.278,0,0,0,1,0,0,0,0,0,1454.125,1934.5,13.0,144,0,0,0,0,0,0,6,11607,2,26,8192,256,4,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
444,24719667,590,436,7442,1636683,5792,0,12.61355932,238.7086577,13032,0,3753.860092,2363.881447,66510.80696,41.50541348,24116.74829,149983.8918,995832,0,24700000,41968.87436,197466.2052,996919,0,24100000,55301.75862,225933.6008,995832,2,0,0,0,0,18880,13952,23.86763543,17.63777805,0,13032,1606.540409,2416.475297,5839352.859,0,0,0,0,1,0,0,0,0,1608.106238,12.61355932,3753.860092,18880,0,0,0,0,0,0,590,7442,436,1636683,349,349,25,32,0.0,0.0,0,0,0.0,0.0,0,0,Heartbleed
53,211,2,2,72,192,36,36,36.0,0.0,96,96,96.0,0.0,1251184.834,18957.34597,70.33333333,36.95041723,113,49,49,49.0,0.0,49,49,49,49.0,0.0,49,49,0,0,0,0,64,64,9478.672986,9478.672986,36,96,60.0,32.86335345,1080.0,0,0,0,0,0,0,0,0,1,75.0,36.0,96.0,64,0,0,0,0,0,0,2,72,2,192,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
21,4,2,0,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,3500000.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,1,0,0,0,64,0,500000.0,0.0,0,14,9.333333333,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,14.0,7.0,0.0,64,0,0,0,0,0,0,2,14,0,0,229,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
